A1: Ladder,B1: Subject1 T1 IGH,C1: Subject1 T1 BCR,D1: Subject1 T1 TCR,E1: Subject1 T2 IGH,F1: Subject1 T2 BCR,G1: Subject1 T2 TCR,H1: Subject1 T3 IGH,A2: Subject1 T3 BCR,B2: Subject1 T3 TCR,C2: Subject1 T4 IGH,D2: Subject1 T4 BCR
141.8931,27.25156,24.96698,31.52021,27.69074,22.13179,25.25133,13.01017,57.55671,29.37199,22.9981,9.731123
130.2584,28.00312,26.36931,33.94156,28.59789,22.2076,25.61858,14.46233,91.04903,29.99623,23.53709,11.27119
113.4652,30.78883,31.12289,36.53718,29.24207,22.01897,25.75563,16.16785,143.2569,32.13961,24.00315,13.10408
94.22466,37.62081,42.40271,39.3435,29.55353,21.71199,25.58521,18.0015,212.6566,37.61763,24.46854,15.27718
75.1758,53.86937,64.98083,43.15248,29.42222,21.54448,25.15341,19.96127,294.3281,50.74411,24.72579,17.5343
58.27171,83.12271,102.7537,50.03145,29.984,23.05565,24.7153,22.27587,377.3759,75.3195,24.7846,19.91726
44.68962,128.9081,158.9374,65.16608,33.07491,28.68249,24.61641,24.54416,448.9748,117.3268,24.96228,22.51657
33.84244,192.6865,232.6235,91.72723,42.01912,43.87499,27.03871,26.53204,496.8637,181.6189,26.73204,24.82966
25.89704,271.9096,316.5962,135.4078,62.37076,71.41781,35.9794,28.29065,512.3888,265.6478,31.33693,26.89191
20.16955,357.7005,400.3762,199.0507,98.59315,117.3661,56.73531,29.53232,494.7739,362.6556,44.39786,28.51126
16.13435,436.933,470.1848,280.0436,158.0759,185.5647,93.43735,30.27906,447.7001,460.0265,71.12696,29.72026
13.38777,497.6121,513.7432,370.844,237.4072,273.0071,152.5125,30.48447,380.9987,538.7429,114.0152,30.5796
11.42246,528.5136,524.736,458.5204,332.9336,369.6999,235.9629,30.02901,307.3103,587.4701,180.9339,31.00041
10.09757,525.672,502.4314,528.9148,434.216,462.4368,335.9294,29.15351,235.7368,599.2372,269.0758,30.91258
9.185938,491.5664,451.9008,569.041,526.166,535.1492,441.4756,28.01718,174.0319,572.8666,368.1602,30.59067
8.461361,432.7168,383.5975,571.6559,591.1714,573.5322,532.9305,26.82667,124.6981,513.4391,464.3683,30.33226
7.89783,360.3197,309.2435,539.3439,618.2538,573.7744,594.9915,25.61033,87.98241,434.8073,537.434,30.04596
7.496928,286.2713,239.0062,477.1387,604.9827,536.8779,616.8922,25.9124,62.01829,350.2092,577.5936,30.03919
7.132827,219.3646,178.6708,398.7354,555.5211,469.8507,597.369,32.94389,43.99509,269.7757,577.7285,30.9362
6.852621,164.0047,131.3958,316.2271,479.3228,387.5674,541.0125,50.27904,33.207,201.7765,539.2766,33.34917
6.531398,120.9123,95.72293,239.6329,393.1608,304.3647,458.758,87.35105,26.58499,147.9704,470.8639,42.54893
6.286631,89.19389,69.35847,175.6083,305.9226,229.7479,368.1133,151.3895,22.76916,104.4891,383.9881,66.4598
6.109788,65.99418,51.14529,126.19,229.6587,168.6279,282.1161,245.1012,20.96508,73.6357,298.1687,111.3516
6.002849,50.24208,38.96908,90.18124,169.0861,122.7797,208.0668,362.1718,19.9105,52.83842,221.7651,188.8902
5.688177,39.13149,30.57226,64.52917,123.7892,89.0062,151.0445,486.3852,18.95671,38.91111,159.9167,302.6739
5.543489,31.75903,25.58964,46.70658,89.42387,63.90548,107.1239,594.9178,18.50141,29.75457,113.3522,439.1083
5.314652,26.97022,22.3885,35.54728,64.8005,47.27299,75.71593,670.7885,18.26561,24.39764,77.34725,579.6284
5.122979,23.81739,20.32449,28.28884,48.11448,35.4075,53.66074,698.4842,18.07475,20.71641,53.55696,700.6699
4.879117,21.46749,19.07742,24.17723,36.7986,27.72678,39.61938,677.1117,17.82763,18.07628,37.97145,778.9001
4.702901,19.8971,18.22378,21.38433,28.94314,22.55152,30.7178,611.5178,17.79639,16.03138,27.56049,798.1041
4.497198,18.58291,17.69264,19.57313,24.45007,19.19146,25.52974,517.2147,17.61271,14.33768,21.68116,760.555
4.265025,17.53811,17.31372,18.19871,21.58303,17.16009,22.78712,413.8445,17.31804,12.8274,17.76812,675.2627
4.025918,16.81386,16.79684,17.02962,19.59261,15.70025,21.00607,317.4265,16.76025,11.72848,15.49872,559.4141
3.784307,16.07916,16.30513,15.8159,18.20428,14.61631,19.66242,236.4491,15.72289,10.90235,13.85209,440.0724
3.454597,15.3434,15.85692,14.68474,17.32238,13.66973,18.5523,172.7677,14.48427,10.3458,12.74229,332.928
3.389759,14.77919,15.23293,13.55422,16.65475,12.89982,17.38457,123.5801,13.55521,9.834949,11.59827,243.4957
3.261801,14.38752,14.67569,12.52184,16.24037,12.26157,16.2139,88.71324,12.64727,9.57469,10.60466,175.4394
3.205334,13.93929,13.98729,11.61265,15.94328,11.80688,15.02545,62.49598,11.77787,9.598675,9.869017,125.5089
3.127103,13.4147,13.31568,10.8992,15.73741,11.36975,13.82448,45.08743,10.985,9.699961,9.273014,88.83845
3.143034,12.84066,12.66989,10.30178,15.27472,10.91185,12.74881,33.95065,10.48492,9.764474,8.691389,61.55164
3.023458,12.19262,12.19047,9.93288,14.9286,10.54026,11.8379,26.24578,10.1462,9.935462,8.238504,43.92584
2.987512,11.61,11.70013,9.570815,14.41946,10.31064,10.91053,22.11384,9.810152,9.824562,7.789076,32.29661
2.919567,11.06903,11.11452,9.137925,13.79665,9.941271,10.08645,19.50632,9.373014,9.586103,7.467688,25.14721
2.876791,10.5277,10.75734,8.842495,13.1723,9.617807,9.23171,17.28267,8.952381,9.288176,7.147603,21.24692
2.871646,9.890902,10.43984,8.63264,12.47787,9.275024,8.586515,15.64025,8.64315,8.67507,6.729025,18.31201
2.88682,9.445409,9.961136,8.365148,11.87545,8.900412,8.046491,14.20773,8.368581,7.968692,6.262975,16.25573
2.795405,9.108332,9.662625,8.067777,11.20405,8.556183,7.394456,13.15735,8.081676,7.31356,5.856711,14.37862
2.746294,8.904828,9.303379,7.893531,10.74083,8.287799,6.898703,12.154,7.623346,6.744036,5.431669,12.91959
2.694203,8.801828,9.059509,7.769156,10.16799,8.021716,6.393738,11.552,7.17155,6.227085,5.044063,11.76352
2.552938,8.58216,8.803267,7.749256,9.577394,7.759934,5.922093,11.49835,6.847507,5.729656,4.64862,10.76499
2.360239,8.393871,8.426231,7.697186,9.253983,7.440321,5.488519,11.66074,6.583935,5.446998,4.266276,9.916176
2.265827,8.216694,8.162437,7.390371,8.855528,7.267514,4.915432,11.69325,6.288826,5.104114,3.85126,9.442596
2.123077,8.064772,8.018511,7.151488,8.543052,6.973744,4.588901,11.63328,5.882196,4.800575,3.587194,9.041704
2.009558,7.947576,8.009577,7.064898,8.329768,6.791172,4.414207,11.33437,5.703796,4.524823,3.296978,8.631138
1.991005,7.596392,7.936073,6.96151,8.135004,6.644474,4.301301,10.76525,5.519391,4.105729,3.016823,8.108124
1.918569,7.351078,7.765497,6.69855,7.992637,6.424537,4.172039,9.883591,5.338049,3.88553,2.889205,7.649866
1.957646,7.130462,7.597681,6.416845,7.603444,6.104198,3.979123,8.871526,5.223499,3.73581,2.850507,7.083082
2.004184,6.876771,7.383633,6.130485,7.452705,5.776694,3.852359,7.581009,5.043077,3.532271,2.661289,6.577458
2.02741,6.779905,7.228061,5.866363,7.180381,5.520716,3.585336,6.646189,4.831291,3.440105,2.524169,5.99024
1.917071,6.717246,6.948402,5.566291,6.884603,5.16493,3.226379,5.850447,4.656218,3.262786,2.364727,5.237053
1.846132,6.597714,6.609945,5.131441,6.538062,4.743482,2.985188,5.177096,4.421113,3.108915,2.246396,4.617129
1.70044,6.516511,6.437346,4.699076,6.174341,4.418237,2.719971,4.68764,4.151195,2.979407,2.134869,4.203079
1.570788,6.37972,6.340511,4.438716,5.923345,3.985177,2.516922,4.31492,3.8635,2.739388,1.901988,3.776847
1.512662,6.318595,6.295671,4.268,5.610764,3.691463,2.323405,4.059818,3.671283,2.471145,1.709119,3.496123
1.465049,6.228106,6.138337,4.095992,5.402668,3.485625,2.087483,3.731111,3.37673,2.27556,1.602265,3.176317
1.409927,6.108831,5.890719,3.792642,5.234174,3.177452,1.893428,3.485382,3.164422,2.129168,1.370945,2.984972
1.479282,5.825667,5.737662,3.556394,4.835296,2.909426,1.762034,3.184342,3.115086,1.97596,1.346457,2.810279
1.361753,5.596213,5.692039,3.302444,4.644598,2.725894,1.642799,2.772875,3.082328,1.783066,1.212381,2.628949
1.342319,5.439539,5.569384,2.996064,4.466387,2.562132,1.478266,2.579753,2.955851,1.584223,1.144613,2.45082
1.305893,5.402894,5.445954,2.803914,4.216257,2.312759,1.376477,2.1502,2.791468,1.263224,1.059672,2.298782
1.317801,5.251964,5.31721,2.67235,3.873554,2.023616,1.380543,1.866842,2.56216,1.132996,1.026939,2.294237
1.222441,5.118849,5.043626,2.763432,3.663468,1.80679,1.251663,1.698352,2.353124,1.06923,0.983026,2.264359
1.088512,4.830421,4.74729,2.807738,3.445171,1.611344,1.085392,1.552215,2.19383,0.932024,0.8154135,2.296257
0.9730768,4.608828,4.524738,2.792391,3.104293,1.575471,1.072353,1.472389,2.011608,0.7963023,0.8515148,2.373345
0.8557844,4.444439,4.219744,2.579181,2.955697,1.4502,0.9151073,1.317951,1.788151,0.7175212,0.7733474,2.331355
0.7257242,4.273582,3.989113,2.38994,2.960634,1.287148,0.8373156,1.339923,1.684918,0.7228322,0.7570715,2.369981
0.6806521,3.884773,3.898638,2.139358,2.639175,1.302148,0.7386913,1.319023,1.58663,0.7449965,0.882638,2.417242
0.4545569,3.735604,3.763281,1.88567,2.544255,1.238065,0.726388,1.279274,1.534476,0.714304,0.9639983,2.397704
0.4726372,3.648519,3.565793,1.573243,2.384285,1.087373,0.7398357,1.214499,1.449051,0.633482,1.011803,2.407007
0.5230579,3.661909,3.415644,1.41511,2.127333,0.8928394,0.7422237,0.9920568,1.4426,0.4581046,1.033815,2.466331
0.5167379,3.490119,3.160213,1.392414,1.939591,0.690413,0.7286291,0.8737249,1.323375,0.5220413,0.9674726,2.414542
0.4255424,3.294866,2.907634,1.496535,1.855663,0.5854197,0.6746488,0.747879,1.207009,0.5681801,0.8379192,2.388781
0.3790441,3.005147,2.702828,1.433933,1.622632,0.4624958,0.6346297,0.6846447,1.222891,0.527637,0.8392134,2.506346
0.2471476,2.695426,2.508335,1.230937,1.395682,0.3601961,0.7130637,0.6551046,1.196303,0.5189533,0.8744407,2.504279
0.13904,2.482225,2.309778,0.9833498,1.298926,0.2443171,0.4914012,0.5594835,1.171067,0.4344673,0.8906069,2.412769
0.07975149,2.206068,2.172764,0.9158573,1.179774,0.1139498,0.4585752,0.5056515,1.101795,0.4089723,0.9938498,2.476803
0.08150101,1.952996,1.977192,0.7025871,0.9452677,0.1019139,0.3750668,0.5525408,0.9153991,0.2874122,1.0158,2.517302
0,1.846811,1.669619,0.6688061,0.8420572,0.0460577,0.4945898,0.5819988,0.7833195,0.2617612,1.057251,2.442569
0.1148071,1.782387,1.54613,0.7077885,0.7030039,0.1024265,0.5220542,0.5040627,0.6677852,0.2172122,0.9811244,2.404396
0.1940656,1.719606,1.488305,0.6361866,0.5975466,0.1553249,0.5182362,0.4432859,0.7034802,0.0539465,0.9193888,2.404843
0.2638502,1.630879,1.345173,0.7401085,0.5728602,0.3232412,0.4151392,0.4020061,0.5461946,0.070467,0.7550182,2.336641
0.361433,1.610326,1.329432,0.7252922,0.4845867,0.4108729,0.3866806,0.4934435,0.4845848,0.06165218,0.5067677,2.330571
0.453773,1.581535,1.194118,0.602191,0.398118,0.5204725,0.4429336,0.6515961,0.4658332,0.0130024,0.5192161,2.366994
0.3721681,1.419919,1.087397,0.3155451,0.3606572,0.3737679,0.3483791,0.7720699,0.5262027,0.05497122,0.3935103,2.253683
0.2676516,1.429417,0.8902044,0.2132006,0.35958,0.3209057,0.2412405,0.8601427,0.5431147,0.05212593,0.4145627,2.061066
0.1914196,1.385408,0.8030877,0.2016144,0.3778095,0.1236777,0.2458291,0.9643707,0.5486193,0,0.4609728,2.032957
0.1723433,1.343976,0.697566,0.01626301,0.3272953,0.09736061,0.165978,1.048465,0.6180768,0,0.3882194,1.937691
0.1401024,1.140842,0.6249447,0,0.2921476,0.01828814,0.2428017,0.9452467,0.60992,0.1508541,0.3365722,1.916369
0.241847,0.9871821,0.7361388,0.06418991,0.2653074,0.06190538,0.1940584,0.8275757,0.5272202,0.2541971,0.3327284,1.880512
0.2504621,0.8877878,0.693789,0.1118774,0.251574,0.0301075,0.1454291,0.6502686,0.4871755,0.2959814,0.4572473,1.782332
0.2718868,0.850358,0.6027346,0.1630993,0.1969905,0.006392002,0.0444808,0.4768782,0.261353,0.4328294,0.4625568,1.578777
0.4108367,0.6963148,0.5108833,0.1940603,0.1522622,0,0,0.4694519,0.2027655,0.5283952,0.4976287,1.459984
0.451592,0.653749,0.4442997,0.1521845,0.093431,0.0985713,0.1608138,0.4111176,0.06451559,0.5941787,0.5528545,1.398996
0.3704495,0.6089563,0.3884101,0.1300373,0.02611113,0.02054119,0.1285582,0.3583727,0,0.6639218,0.5487723,1.158378
0.3233194,0.6566663,0.2827415,0.1074677,0.06713104,0.06713009,0.3291225,0.518465,0.03141212,0.5598445,0.5757608,1.062726
0.3173165,0.6230683,0.2155395,0.2270184,0.08345938,0.04648256,0.444458,0.6322184,0.08020782,0.4545264,0.6620378,1.013529
0.4713726,0.572372,0.09688711,0.1287413,0.00767231,0.193378,0.4642825,0.6186934,0.2742591,0.4438791,0.5463791,0.9653664
0.3677197,0.3475485,0.1594005,0.2538385,0,0.2374592,0.6768322,0.6254644,0.3784132,0.5447731,0.5921001,1.027823
0.3263903,0.2094641,0.1408315,0.2984657,0.03425026,0.3558054,0.7729025,0.6114388,0.4388399,0.5461869,0.6296582,1.112575
0.2556767,0.1295648,0.0458498,0.3654423,0.09417248,0.3784099,0.8102674,0.4802704,0.5269485,0.4549928,0.6784363,1.170785
0.2393088,0.1606727,0.004804134,0.2813387,0.202786,0.4978466,0.6394653,0.3255663,0.6068811,0.5583582,0.6256661,1.192377
0.1668973,0.06337643,0,0.3595686,0.2992406,0.6879053,0.4081192,0.2757759,0.7355471,0.717452,0.5752354,1.263734
0.1151762,0.2153816,0.000247479,0.2790985,0.2316694,0.8293471,0.3749933,0.1072168,0.6794977,0.7499404,0.5290146,1.226159
0.000650406,0.209528,0.09011507,0.3372316,0.2393751,0.8263273,0.2232647,0,0.6405611,0.8448191,0.4851236,1.279975
0.0153594,0.1301708,0.1625938,0.2117605,0.3568115,0.6920357,0.09625244,0.1506147,0.5966311,0.8337722,0.4476542,1.320657
0.2188826,0.1260552,0.1105909,0.2781343,0.2857671,0.5254097,0.164197,0.1876898,0.516468,0.9048972,0.4541049,1.176292
0.3823733,0.1915655,0.06062603,0.2942591,0.2170758,0.3924923,0.1691232,0.3080873,0.5212884,0.9926214,0.2310896,1.011324
0.332499,0.02730227,0.08833885,0.3822632,0.24857,0.2480726,0.3225551,0.6146469,0.5734677,0.976192,0.2555809,0.974472
0.3706088,0.01707792,0.06164265,0.3520823,0.2719383,0.113029,0.4173164,0.8334093,0.6007376,0.941011,0.1572866,1.130183
0.4312634,0.1169181,0.115716,0.3530064,0.3189659,0.1295619,0.5108643,0.8606882,0.5701289,0.8263192,0.1341348,1.177938
0.3657141,0.1540465,0.1819773,0.3232822,0.3073611,0.3493185,0.6964989,0.9381914,0.7815599,0.8939438,0.02463865,1.105305
0.3397756,0.07689238,0.3758082,0.3730202,0.3180957,0.4548626,0.7897902,0.9319153,0.7131462,0.7393332,0,1.131083
0.4135008,0.1371613,0.534812,0.2057199,0.3375835,0.5525899,0.8144989,0.8466902,0.6639023,0.6116834,0.07027674,1.177384
0.2949963,0.1148748,0.6643744,0.1779318,0.3867607,0.7662134,0.7740164,0.748642,0.7565989,0.685627,0.248003,1.439288
0.3653331,0.07284975,0.7278314,0.2939186,0.3863907,0.8316565,0.7729354,0.8063917,0.6559548,0.7642431,0.4411116,1.430017
0.4680886,0,0.6882591,0.5613251,0.3700051,0.9611931,1.04421,0.678565,0.7865973,0.842236,0.5422678,1.399842
0.4974298,0.116292,0.6280861,0.8023815,0.3551788,1.084511,1.039997,0.7180595,0.7902408,1.042149,0.6564555,1.335401
0.5247121,0.1758714,0.4436388,0.9361496,0.342361,1.219643,0.9069133,0.9392214,0.8634887,1.111436,0.8803506,1.404194
0.4668312,0.3427477,0.318089,1.085456,0.3809757,1.211526,0.9448748,1.016426,0.8552551,1.248189,0.9183927,1.593879
0.4899545,0.5558963,0.2167735,1.256257,0.4543486,1.221879,0.9629459,1.073807,0.7537141,1.3117,1.043059,1.580112
0.5248179,0.6324282,0.2061734,1.271981,0.3523173,1.102542,1.029928,1.224464,0.7892923,1.305627,0.9336762,1.511721
0.6802893,0.5917492,0.3434868,1.168357,0.4771576,0.8746486,1.043518,1.325265,0.6633968,1.178104,0.9306846,1.52717
0.79497,0.6059365,0.3895264,0.9709883,0.5115299,0.728682,0.9867716,1.334407,0.6736455,1.18576,0.942771,1.53456
0.8902664,0.619071,0.3339972,0.9150743,0.4705324,0.6995959,0.9291983,1.196588,0.7464094,1.262673,1.028205,1.556468
1.099676,0.5330191,0.3424177,1.031915,0.3968916,0.5685616,0.8614521,1.004799,0.7335925,1.377561,1.060055,1.48266
1.225934,0.4000359,0.2893682,1.17539,0.378284,0.5852122,0.8115101,0.6364756,0.855762,1.497437,1.099922,1.401754
1.37386,0.4611783,0.2553601,1.246469,0.2330003,0.6896906,0.6243105,0.3469057,0.8787227,1.673401,1.22467,1.299943
